term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster
although,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,8,IN,although,although,although
series,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,6,NN,seri,seri,sery
therefore,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,9,RB,therefor,therefor,theref
prediction,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,10,NN,predict,predict,predict
complex,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,7,JJ,complex,complex,complex
pressure,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,8,NN,pressur,pressur,press
obtain,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,6,VB,obtain,obtain,obtain
mismatch,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,8,NN,mismatch,mismatch,mismatch
predict,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,7,NN,predict,predict,predict
hebm,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,4,NN,hebm,hebm,hebm
functional,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,10,JJ,function,function,funct
consistent,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,10,NN,consist,consist,consist
bcc1,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,4,NN,bcc1,bcc1,bcc1
scattering,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,10,VBG,scatter,scatter,scat
electric,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,8,JJ,electr,electr,elect
since,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,5,IN,sinc,sinc,sint
significantly,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,13,RB,significantli,signific,sign
initial,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,7,JJ,initi,initi,init
fault,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,5,NN,fault,fault,fault
upto,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,4,NN,upto,upto,upto
means,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,5,NNS,mean,mean,mean
spacing,17,0.0006179346443240885,10.660258119567928,0.006587342809518185,7,VBG,space,space,spac
approximation,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,13,NN,approxim,approxim,approxim
electrons,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,9,NNS,electron,electron,electron
scanning,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,8,VBG,scan,scan,scan
content,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,7,NN,content,content,cont
experimentally,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,14,RB,experiment,experiment,expery
refractory,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,10,NN,refractori,refractori,refract
recently,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,8,RB,recent,recent,rec
states,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,6,NNS,state,state,stat
gray,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,4,NN,gray,gray,gray
point,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,5,NN,point,point,point
strengths,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,9,NNS,strength,strength,strengths
reveals,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,7,NNS,reveal,reveal,rev
mno,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,3,NN,mno,mno,mno
energies,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,8,NNS,energi,energi,energy
exhibit,16,0.0005815855475991422,10.747720960818267,0.00625071918044027,7,NN,exhibit,exhibit,exhibit
sites,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,5,NNS,site,site,sit
negative,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,JJ,neg,negat,neg
contribution,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,12,NN,contribut,contribut,contribut
apparent,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,NN,appar,appar,app
correlation,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,11,NN,correl,correl,correl
mean,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,4,NN,mean,mean,mean
type-n,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,6,NN,type-n,type-n,type-n
microhardness,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,13,NN,microhard,microhard,microhard
specific,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,JJ,specif,specif,spec
behavior,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,NN,behavior,behavior,behavy
mocrtial,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,NN,mocrtial,mocrtial,mocrt
even,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,4,RB,even,even,ev
proposed,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,VBN,propos,propos,propos
arc,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,3,NN,arc,arc,arc
attributed,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,10,VBN,attribut,attribut,attribut
describe,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,NN,describ,describ,describ
forming,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,7,VBG,form,form,form
cocrfenimn,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,10,NN,cocrfenimn,cocrfenimn,cocrfenimn
figs,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,4,NNS,fig,fig,fig
presence,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,NN,presenc,presenc,pres
models,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,6,NNS,model,model,model
exafs,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NN,exaf,exaf,exaf
mixed,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,JJ,mix,mix,mix
temperature-dependent,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,21,NN,temperature-depend,temperature-depend,temperature-dependent
supercell,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,9,NN,supercel,supercel,supercel
see,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,3,VB,see,see,see
effects,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,7,NNS,effect,effect,effect
application,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,applic,applic,apply
calculation,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,calcul,calcul,calc
200,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,3,CD,200,200,200
particular,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,10,JJ,particular,particular,particul
zero,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,4,NN,zero,zero,zero
intensity,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,9,NN,intens,intens,intens
combination,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,combin,combin,combin
400,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,3,CD,400,400,400
emto,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,4,NN,emto,emto,emto
lead,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,4,NN,lead,lead,lead
strain-rate,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,strain-rat,strain-rat,strain-rate
relative,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,8,NN,rel,relat,rel
tests,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NNS,test,test,test
differences,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NNS,differ,differ,diff
additional,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,10,JJ,addit,addit,addit
almost,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,6,RB,almost,almost,almost
types,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NNS,type,type,typ
family,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,6,NN,famili,famili,famy
plane,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NN,plane,plane,plan
studies,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,7,NNS,studi,studi,study
characterized,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,13,VBN,character,character,charact
concentrated,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,12,VBN,concentr,concentr,cont
cell,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,cell,cell,cel
rhirpdptnicu,13,0.000472538257424303,11.047281242677174,0.00522026302769086,12,NN,rhirpdptnicu,rhirpdptnicu,rhirpdptnicu
hardening,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,VBG,harden,harden,hard
appears,13,0.000472538257424303,11.047281242677174,0.00522026302769086,7,VBZ,appear,appear,appear
band,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,band,band,band
1200,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,CD,1200,1200,1200
fact,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,fact,fact,fact
conductivity,13,0.000472538257424303,11.047281242677174,0.00522026302769086,12,NN,conduct,conduct,conduc
moments,13,0.000472538257424303,11.047281242677174,0.00522026302769086,7,NNS,moment,moment,mom
contrast,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,NN,contrast,contrast,contrast
resistivity,13,0.000472538257424303,11.047281242677174,0.00522026302769086,11,NN,resist,resist,resist
comparison,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,NN,comparison,comparison,comparison
technique,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,techniqu,techniqu,techn
property,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,NN,properti,properti,property
described,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,describ,describ,describ
bonds,13,0.000472538257424303,11.047281242677174,0.00522026302769086,5,NNS,bond,bond,bond
decreasing,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,VBG,decreas,decreas,decreas
coefficients,13,0.000472538257424303,11.047281242677174,0.00522026302769086,12,NNS,coeffici,coeffici,coefficy
relatively,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,RB,rel,relat,rel
indicating,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,VBG,indic,indic,ind
prepared,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,JJ,prepar,prepar,prep
standard,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,NN,standard,standard,standard
corrosion,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,corros,corros,corrod
near,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,IN,near,near,near
ductility,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,ductil,ductil,ductil
compression,13,0.000472538257424303,11.047281242677174,0.00522026302769086,11,NN,compress,compress,compress
improve,13,0.000472538257424303,11.047281242677174,0.00522026302769086,7,VB,improv,improv,improv
atmosphere,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,RB,atmospher,atmospher,atmosph
sintered,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,VBN,sinter,sinter,sint
ordering,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,VBG,order,order,ord
polycrystalline,13,0.000472538257424303,11.047281242677174,0.00522026302769086,15,NN,polycrystallin,polycrystallin,polycrystallin
quantitative,13,0.000472538257424303,11.047281242677174,0.00522026302769086,12,NN,quantit,quantit,quantit
nico,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,nico,nico,nico
tensile,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,tensil,tensil,tensil
understand,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,NN,understand,understand,understand
tem,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,3,NN,tem,tem,tem
nicr,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,NN,nicr,nicr,nicr
valence,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,valenc,valenc,val
times,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NNS,time,time,tim
events,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,6,NNS,event,event,ev
andor,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NN,andor,andor,and
vca,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,3,NN,vca,vca,vca
corresponds,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,11,NNS,correspond,correspond,correspond
especially,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,RB,especi,especi,espec
taken,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,VBN,taken,taken,tak
superalloys,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,11,NNS,superalloy,superalloy,superalloy
characteristics,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,15,NNS,characterist,characterist,charact
electronic,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,JJ,electron,electron,electron
isotropic,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,isotrop,isotrop,isotrop
carried,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,VBN,carri,carri,carry
applications,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,12,NNS,applic,applic,apply
reference,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,refer,refer,ref
account,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,account,account,account
particles,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NNS,particl,particl,partic
curves,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,6,NNS,curv,curv,curv
calculate,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,calcul,calcul,calc
interest,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,8,NN,interest,interest,interest
debye,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NN,deby,deby,deby
eds,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,3,NN,ed,ed,ed
obvious,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,JJ,obviou,obvious,obvy
first-principles,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,16,NNS,first-principl,first-principl,first-principles
computationally,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,15,RB,comput,comput,comput
slip,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,NN,slip,slip,slip
independent,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,11,JJ,independ,independ,independ
estimated,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,VBN,estim,estim,estim
effective,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,JJ,effect,effect,effect
site,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,NN,site,site,sit
usually,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,RB,usual,usual,us
rich,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,JJ,rich,rich,rich
formula,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,formula,formula,formul
reasonable,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,JJ,reason,reason,reason
expansion,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,expans,expans,expand
activation,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,NN,activ,activ,act
1073,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,CD,1073,1073,1073
intrinsic,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,JJ,intrins,intrins,intrins
annealed,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,8,VBN,anneal,anneal,an
level,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NN,level,level,level
